pin10,appellant,year,longitude,latitude,group,pin,keypin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appealid,year_appealed,geometry
2909419042,ANDREW WASILEWSKI,2022,-87.62187715331919,41.61607834036324,5,29094190420000,NA,ANDREW WASILEWSKI,2135604142,1,2021,3712968 - ANDREW WASILEWSKI,10,Non-Incentive,3712968,2021,"list(list(c(-87.62205, -87.62197, -87.62177, -87.62171, -87.62171, -87.62171, -87.62171, -87.62198, -87.62201, -87.62205, -87.62205, 41.61549, 41.61549, 41.61549, 41.61549, 41.61564, 41.61656, 41.61672, 41.61664, 41.61663, 41.61662, 41.61549)))"
2909419043,W ZOLNIK & A WAS,2022,-87.62154973134274,41.61613362148961,5,29094190430000,NA,ZOLNIK WES,730411081,1,2007,3714563 - W ZOLNIK & A WAS,6,Non-Incentive,3714563,2023,"list(list(c(-87.62139, -87.62139, -87.62139, -87.62139, -87.62161, -87.62171, -87.62171, -87.62171, -87.62171, -87.62139, 41.61549, 41.61573, 41.61664, 41.61683, 41.61676, 41.61672, 41.61656, 41.61564, 41.61549, 41.61549)))"
2909419047,JUAN ANTONIO MUNIZ,2022,-87.62041347752302,41.61632051933791,4,29094190470000,NA,JUAN A  MUNIZ,1911508280,2,2019,3713092 - JUAN ANTONIO MUNIZ,8,Non-Incentive,3713092,2023,"list(list(c(-87.62042, -87.62029, -87.62029, -87.62029, -87.62029, -87.62054, -87.62054, -87.62054, -87.62054, -87.62042, 41.61549, 41.61549, 41.61571, 41.61693, 41.61719, 41.61711, 41.61705, 41.61571, 41.61549, 41.61549)))"
2909419048,JUAN ANTONIO MUNIZ,2022,-87.62017125524423,41.61636449912813,4,29094190480000,NA,JUAN A  MUNIZ,1911508280,2,2019,3713092 - JUAN ANTONIO MUNIZ,8,Non-Incentive,3713092,2023,"list(list(c(-87.62005, -87.62005, -87.62005, -87.62006, -87.62018, -87.62029, -87.62029, -87.62029, -87.62029, -87.62005, 41.61549, 41.61573, 41.61709, 41.61728, 41.61723, 41.61719, 41.61693, 41.61571, 41.61549, 41.61549)))"
2909419049,WHITE HILL INC,2022,-87.61976672695924,41.616432931382754,4,29094190490000,NA,NA,2402933269,2,2024,3717550 - WHITE HILL INC,9,Non-Incentive,3717550,2023,"list(list(c(-87.61949, -87.61949, -87.61951, -87.61953, -87.61955, -87.61958, -87.6196, -87.61961, -87.61968, -87.61969, -87.61971, -87.61972, -87.61974, -87.61985, -87.61986, -87.61987, -87.61989, -87.61991, -87.61992, -87.61993, -87.61995, -87.61996, -87.61998, -87.62, -87.62002, -87.62004, -87.62005, -87.62006, -87.62006, -87.62005, -87.62005, -87.62005, -87.61947, -87.61948, -87.61948, -87.61949, 41.61712, 41.61737, 41.61737, 41.61737, 41.61738, 41.61738, 41.61738, 41.61738, 41.61738, 41.61738, 
41.61739, 41.61739, 41.61739, 41.61738, 41.61738, 41.61738, 41.61738, 41.61738, 41.61738, 41.61738, 41.61737, 41.61737, 41.61737, 41.61737, 41.61736, 41.61736, 41.61735, 41.61735, 41.61728, 41.61709, 41.61573, 41.61549, 41.61549, 41.61637, 41.61638, 41.61712)))"
2909419051,ROSEANN MICHAELS,2022,-87.62334216885358,41.6157219836378,5,29094190510000,NA,NA,NA,NA,NA,3711281 - ROSEANN MICHAELS,10,Non-Incentive,3711281,2020,"list(list(c(-87.62322, -87.62322, -87.62322, -87.62346, -87.62346, -87.62322, 41.6154, 41.61549, 41.61605, 41.61604, 41.6154, 41.6154)))"
2910300006,DWIGHT JONES,2022,-87.61636954049412,41.622354677213345,6,29103000060000,NA,COSMOPOLITAN BK. & TRUST,10169843,4,2001,271692 - DWIGHT JONES,1,Non-Incentive,271692,2010,"list(list(c(-87.61632, -87.61632, -87.61637, -87.61642, -87.61641, -87.61632, 41.6222, 41.62251, 41.62251, 41.62251, 41.6222, 41.6222)))"
2910300007,DWIGHT JONES,2022,-87.61627459947094,41.62235516254657,6,29103000070000,NA,COSMOPOLITAN BK. & TRUST,10169843,4,2001,271692 - DWIGHT JONES,1,Non-Incentive,271692,2010,"list(list(c(-87.61623, -87.61623, -87.61632, -87.61632, -87.61623, 41.6222, 41.62251, 41.62251, 41.6222, 41.6222)))"
2910300008,DWIGHT JONES,2022,-87.61618163564249,41.62233489028344,6,29103000080000,NA,COSMOPOLITAN BK. & TRUST,10169843,4,2001,271692 - DWIGHT JONES,1,Non-Incentive,271692,2010,"list(list(c(-87.61614, -87.61614, -87.61623, -87.61623, -87.61623, -87.61614, 41.62217, 41.62251, 41.62251, 41.6222, 41.62217, 41.62217)))"
2910300009,DWIGHT JONES,2022,-87.61609227634615,41.622336594781814,6,29103000090000,NA,COSMOPOLITAN BK. & TRUST,10169843,4,2001,271692 - DWIGHT JONES,1,Non-Incentive,271692,2010,"list(list(c(-87.61605, -87.61605, -87.61614, -87.61614, -87.61605, 41.62217, 41.62251, 41.62251, 41.62217, 41.62217)))"
2910300010,DWIGHT JONES,2022,-87.61600657926846,41.622336179641025,6,29103000100000,NA,NA,NA,NA,NA,271692 - DWIGHT JONES,1,Non-Incentive,271692,2010,"list(list(c(-87.61605, -87.61596, -87.61597, -87.61605, -87.61605, 41.62217, 41.62217, 41.62251, 41.62251, 41.62217)))"
2910300011,NA,2022,-87.61671643812663,41.62212455182516,7,29103000110000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61649, -87.61649, -87.61695, -87.61695, -87.61649, 41.62209, 41.62216, 41.62216, 41.62209, 41.62209)))"
2910300021,MARILYN SEATON C/O SAN,2022,-87.61670872090284,41.6214440753797,8,29103000210000,NA,NA,2102855165,2,2020,3715437 - MARILYN SEATON C/O SAN,5,Non-Incentive,3715437,2017,"list(list(c(-87.61648, -87.61648, -87.61694, -87.61694, -87.61648, 41.62141, 41.62148, 41.62148, 41.62141, 41.62141)))"
2910300022,MARILYN SEATON C/O SAN,2022,-87.61670785675962,41.621374319810435,8,29103000220000,NA,NA,2102855165,2,2020,3715437 - MARILYN SEATON C/O SAN,5,Non-Incentive,3715437,2017,"list(list(c(-87.61648, -87.61694, -87.61694, -87.61648, -87.61648, 41.62141, 41.62141, 41.62134, 41.62134, 41.62141)))"
2910300041,SAIRA KANNAMPALLIL,2022,-87.61667840573818,41.62235262281578,6,29103000410000,NA,"Land Mart, Inc.",1213544062,1,2012,3712637 - SAIRA KANNAMPALLIL,7,Incentive,3712637,2022,"list(list(c(-87.61651, -87.61641, -87.61642, -87.61651, -87.61661, -87.6167, -87.61679, -87.61685, -87.61695, -87.61695, -87.61679, -87.6167, -87.6166, -87.61651, 41.6222, 41.6222, 41.62251, 41.62251, 41.62251, 41.62251, 41.62251, 41.62251, 41.62244, 41.6222, 41.6222, 41.6222, 41.6222, 41.6222)))"
2910302001,NA,2022,-87.6166994224492,41.62071932879094,9,29103020010000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61647, -87.61647, -87.61693, -87.61693, -87.61647, 41.62069, 41.62075, 41.62075, 41.62069, 41.62069)))"
2910302002,NA,2022,-87.61669960792962,41.62065284806724,9,29103020020000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61647, -87.61647, -87.61693, -87.61693, -87.61647, 41.62062, 41.62069, 41.62069, 41.62062, 41.62062)))"
2910302003,NA,2022,-87.61669944321804,41.620585713388486,9,29103020030000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61647, -87.61693, -87.61693, -87.61647, -87.61647, 41.62062, 41.62062, 41.62055, 41.62055, 41.62062)))"
2910302004,NA,2022,-87.61669726390963,41.62051868215465,9,29103020040000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61647, -87.61647, -87.61693, -87.61693, -87.61647, 41.62048, 41.62055, 41.62055, 41.62049, 41.62048)))"
2910304016,ANWARR TORRES,2022,-87.6165293952487,41.61686821138817,10,29103040160000,NA,MARQUETTE BANK AS TRUSTEE,2012903224,1,2020,3716524 - ANWARR TORRES,5,Non-Incentive,3716524,2021,"list(list(c(-87.61664, -87.61619, -87.61616, -87.61617, -87.61617, -87.61617, -87.61617, -87.61617, -87.61695, -87.61694, -87.61664, 41.61652, 41.61633, 41.61632, 41.61672, 41.61686, 41.61698, 41.61713, 41.61726, 41.61726, 41.61665, 41.61652)))"
2910304054,NA,2022,-87.61296799924759,41.62069908132313,11,29103040540000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61337, -87.6125, -87.61256, -87.6131, -87.61341, -87.61341, -87.61341, -87.61342, -87.61342, -87.61337, 41.61903, 41.61904, 41.62249, 41.62235, 41.62236, 41.62167, 41.62095, 41.6191, 41.61903, 41.61903)))"
2910304057,NA,2022,-87.6146704843316,41.61788945645101,11,29103040570000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61487, -87.61487, -87.61487, -87.61487, -87.61487, -87.61444, -87.61445, -87.61446, -87.61446, -87.61489, -87.61489, -87.61489, -87.61489, -87.61489, -87.61488, -87.61488, -87.61488, -87.61488, -87.61488, -87.61488, -87.61487, -87.61487, 41.61728, 41.61713, 41.61698, 41.61683, 41.61663, 41.61689, 41.61771, 41.61899, 41.61903, 41.61902, 41.61892, 41.61878, 41.61862, 41.61847, 41.61832, 41.61818, 41.61803, 41.61788, 41.61773, 41.61758, 41.61743, 41.61728)))"
2910304066,NA,2022,-87.6146911573478,41.62034729905532,11,29103040660000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.6149, -87.6149, -87.6149, -87.6149, -87.6149, -87.61489, -87.61489, -87.61489, -87.61446, -87.61447, -87.61448, -87.61449, -87.61449, -87.61451, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.61491, -87.6149, -87.6149, -87.6149, -87.6149, -87.6149, -87.6149, 41.61977, 41.61966, 41.61955, 41.61944, 41.61933, 41.61922, 41.61912, 41.61902, 41.61903, 41.6198, 41.62079, 41.62159, 41.62167, 41.62167, 41.62168, 
41.62158, 41.62148, 41.62137, 41.62126, 41.62115, 41.62104, 41.62093, 41.62075, 41.62065, 41.62054, 41.62043, 41.62032, 41.62021, 41.62009, 41.61999, 41.61988, 41.61977)))"
2910304067,NA,2022,-87.6139468103931,41.62035788329063,11,29103040670000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61412, -87.61342, -87.61342, -87.61341, -87.61341, -87.61449, -87.61449, -87.61448, -87.61447, -87.61446, -87.61412, 41.61903, 41.61903, 41.6191, 41.62095, 41.62167, 41.62167, 41.62159, 41.62079, 41.6198, 41.61903, 41.61903)))"
2910312003,NA,2022,-87.61294877699723,41.61630131327006,12,29103120030000,NA,O & P DECKINGA,534147122,1,2005,NA,NA,Non-Incentive,NA,NA,"list(list(c(-87.61331, -87.61331, -87.61331, -87.61331, -87.61259, -87.61259, -87.61331, 41.61646, 41.61637, 41.61619, 41.61612, 41.61614, 41.61648, 41.61646)))"
2910312004,JOHNNIE JOHNSON,2022,-87.61294548463084,41.61596127349743,12,29103120040000,NA,"S.I.E. HOME SOLUTIONS, LL",1814213056,2,2018,3718304 - JOHNNIE JOHNSON,5,Non-Incentive,3718304,2023,"list(list(c(-87.61331, -87.61331, -87.61331, -87.61331, -87.61258, -87.61259, -87.61331, 41.61612, 41.61601, 41.61584, 41.61579, 41.6158, 41.61614, 41.61612)))"
2910312005,JOHNNIE JOHNSON,2022,-87.61294271768459,41.61561794172959,12,29103120050000,NA,"S.I.E. HOME SOLUTIONS, LL",1814213056,2,2018,3718304 - JOHNNIE JOHNSON,5,Non-Incentive,3718304,2023,"list(list(c(-87.61328, -87.61258, -87.61258, -87.61331, -87.61331, -87.61331, -87.61328, 41.61544, 41.61545, 41.6158, 41.61579, 41.61566, 41.61544, 41.61544)))"
2911304017,NURTURING DEVELOPMENTA,2022,-87.59615302468387,41.62214773664699,13,29113040170000,NA,NURTURING DEVELOPMENT CENTER,507019067,1,2005,3714297 - NURTURING DEVELOPMENTA,10,Incentive,3714297,2023,"list(list(c(-87.59613, -87.5959, -87.59583, -87.59578, -87.59579, -87.59584, -87.59652, -87.59652, -87.59627, -87.59613, 41.62187, 41.62187, 41.62187, 41.62188, 41.62243, 41.62243, 41.62242, 41.62186, 41.62187, 41.62187)))"
2911313054,DATOLI PROPERTIES,2022,-87.59029343075322,41.61799522590263,14,29113130540000,NA,NA,2302545003,2,2023,3714177 - DATOLI PROPERTIES,10,Non-Incentive,3714177,2023,"list(list(c(-87.58991, -87.59016, -87.59056, -87.59056, -87.59056, -87.58991, 41.61788, 41.61813, 41.61813, 41.61794, 41.61788, 41.61788)))"
2911313055,HEMINGWAY INC,2022,-87.5902100243385,41.61772958118301,14,29113130550000,NA,NA,NA,NA,NA,3716982 - HEMINGWAY INC,10,Non-Incentive,3716982,2021,"list(list(c(-87.59047, -87.58986, -87.58986, -87.58991, -87.59056, -87.59056, -87.59056, -87.59054, -87.59047, 41.61758, 41.61758, 41.61784, 41.61788, 41.61788, 41.61767, 41.61758, 41.61758, 41.61758)))"
2911313056,SAUGER GRP LLC,2022,-87.59016003052155,41.617461508032804,14,29113130560000,NA,SAUGER GRP LLC,616540052,1,2006,3712544 - SAUGER GRP LLC,12,Non-Incentive,3712544,2023,"list(list(c(-87.58985, -87.58986, -87.59047, -87.59046, -87.58985, 41.61735, 41.61758, 41.61758, 41.61734, 41.61735)))"
